so_id,invoice_id,cust_id,rep_id,item_id,qty,disc_per,status,pay_id,booked_date,shipped_date,invoice_date,promise_date,needby_date
12084,510263,810,49,192,532,9,shipped,12,2022-11-12,2023-02-20,2022-11-21,2023-06-25,2023-03-09
12085,510275,356,153,173,890,7,open,12,2022-02-13,2022-06-16,2023-06-13,2022-09-16,2022-05-28
12086,510275,321,170,193,404,2,cancelled,9,2019-11-19,,,2020-01-24,2020-07-15
12087,510285,978,81,110,665,6,closed,11,2020-02-03,2023-09-18,2020-08-04,2023-10-08,2022-04-10
12088,510281,810,56,141,500,5,cancelled,5,2021-08-29,,,2023-10-07,2022-10-20
12089,510277,835,197,118,608,4,shipped,3,2020-01-30,2021-07-05,2023-04-18,2022-11-20,2022-07-03
12090,510266,468,121,135,866,7,open,8,2020-01-02,2022-09-25,2021-01-27,2022-05-31,2023-12-14
12091,510295,598,161,127,754,2,closed,4,2021-12-03,2023-10-12,2022-03-25,2022-01-02,2022-07-18
12092,510298,238,53,177,769,8,shipped,11,2021-04-08,2023-07-07,2022-05-20,2021-06-01,2022-10-18
12093,510298,641,130,118,699,4,cancelled,11,2019-04-21,,,2022-10-24,2022-04-16
12094,510299,931,89,167,233,4,open,5,2021-08-27,2022-11-17,2023-01-25,2023-01-30,2021-10-12
12095,510275,991,121,210,721,10,cancelled,10,2021-03-24,,,2022-09-11,2021-07-30
12096,510294,885,192,129,508,6,closed,3,2019-12-10,2021-09-28,2023-06-20,2022-02-28,2021-04-09
12097,510268,415,136,199,753,2,open,12,2020-12-24,2023-04-26,2023-10-21,2021-03-29,2022-03-15
12098,510300,942,143,156,696,1,closed,12,2019-11-02,2020-02-09,2022-11-21,2023-09-24,2023-08-13
12099,510269,415,133,125,757,10,shipped,6,2019-10-26,2021-09-22,2023-06-09,2022-08-08,2023-08-13
12100,510272,641,150,135,783,2,open,3,2022-08-17,2023-08-24,2023-05-06,2022-09-08,2022-12-26
12101,510300,852,43,209,229,3,shipped,12,2019-03-03,2022-12-18,2021-07-02,2021-08-22,2019-10-08
12102,510299,861,127,172,287,9,closed,3,2023-03-01,2023-08-03,2023-06-22,2023-06-01,2023-08-24
12103,510291,371,2,210,313,7,closed,12,2023-07-28,2023-11-01,2023-10-22,2023-10-08,2023-10-23
12104,510286,269,170,138,305,10,shipped,4,2019-02-19,2023-05-02,2022-08-08,2023-11-20,2022-08-03
12105,510270,206,108,219,258,7,open,5,2022-08-05,2023-08-30,2022-10-14,2023-02-04,2023-06-13
12106,510268,543,192,119,336,7,shipped,11,2022-03-11,2023-06-06,2022-05-24,2023-09-14,2022-11-09
12107,510294,271,148,120,715,3,closed,8,2023-11-20,2023-11-24,2023-11-22,2023-12-10,2023-12-06
12108,510302,279,109,152,591,4,open,11,2021-05-26,2023-04-12,2023-12-22,2021-09-19,2023-07-29
12109,510278,271,175,194,644,2,closed,9,2022-04-25,2023-11-08,2023-09-12,2023-10-06,2023-11-01
12110,510284,529,33,123,279,4,shipped,2,2021-10-11,2023-01-13,2022-10-04,2022-10-15,2023-08-26
12111,510290,266,9,124,554,1,closed,5,2021-06-13,2022-07-30,2021-10-20,2023-07-24,2022-09-30
12112,510260,927,61,193,250,2,closed,6,2021-05-27,2022-04-01,2022-03-18,2021-07-08,2022-04-26
12113,510300,432,14,169,772,6,shipped,7,2019-12-06,2021-11-26,2022-11-11,2022-01-27,2020-05-31
12114,510302,700,8,132,331,5,cancelled,9,2021-09-12,,,2022-10-05,2022-10-13
12115,510300,835,127,124,639,8,shipped,11,2019-08-28,2022-10-13,2022-01-15,2021-11-23,2021-01-27
12116,510280,599,13,161,772,6,cancelled,2,2022-11-05,,,2023-03-16,2022-11-15
12117,510302,501,51,210,580,2,closed,3,2022-07-07,2022-08-10,2023-10-07,2023-02-17,2023-05-24
12118,510292,500,116,144,372,6,open,11,2020-10-17,2022-03-22,2022-12-17,2022-07-02,2022-06-20
12119,510266,982,168,187,458,5,cancelled,6,2020-10-04,,,2023-09-09,2022-08-27
12120,510287,596,137,164,756,2,closed,7,2019-08-16,2021-01-03,2023-09-22,2023-01-05,2021-12-19
12121,510297,373,177,103,263,7,cancelled,12,2019-06-21,,,2019-11-08,2023-04-04
12122,510298,277,58,155,327,7,shipped,5,2023-01-02,2023-07-06,2023-10-12,2023-01-27,2023-08-04
12123,510294,741,189,207,397,2,closed,9,2020-06-05,2021-01-08,2021-08-12,2021-09-18,2021-08-11
12124,510257,979,120,161,546,6,cancelled,8,2020-09-20,,,2022-03-29,2022-07-22
12125,510298,473,2,153,804,2,cancelled,7,2020-05-19,,,2022-12-14,2022-06-23
12126,510272,345,41,190,752,2,shipped,5,2019-05-26,2019-10-03,2021-02-28,2022-02-06,2023-11-12
12127,510301,807,170,133,473,2,cancelled,3,2022-01-30,,,2022-11-08,2023-02-04
12128,510257,869,162,149,495,9,cancelled,3,2019-04-28,,,2023-12-30,2021-05-23
12129,510257,522,69,192,824,5,closed,8,2021-05-18,2021-08-20,2023-10-17,2022-05-02,2021-10-05
12130,510256,273,77,126,208,9,closed,1,2019-12-26,2023-02-09,2021-02-05,2020-01-14,2022-09-04
12131,510257,598,18,131,805,8,closed,6,2019-07-26,2022-02-01,2023-09-08,2022-03-03,2020-05-19
12132,510264,826,141,121,876,5,closed,7,2020-11-24,2022-12-18,2023-06-17,2023-06-19,2022-06-26
12133,510299,781,94,197,663,9,open,2,2020-01-16,2022-08-25,2021-04-11,2020-06-20,2023-03-18
12134,510299,667,30,189,294,9,closed,5,2023-10-13,2023-12-21,2023-11-30,2023-10-26,2023-11-20
12135,510268,764,67,150,761,3,closed,5,2023-11-30,2023-12-28,2023-12-28,2023-11-30,2023-12-27
12136,510262,450,190,106,228,6,shipped,7,2023-09-01,2023-10-08,2023-12-21,2023-09-28,2023-10-24
12137,510280,405,66,169,405,10,closed,6,2022-05-05,2022-10-08,2022-10-23,2023-02-08,2022-06-24
12138,510274,545,137,181,840,8,closed,10,2019-03-19,2023-10-04,2021-12-20,2019-05-21,2019-08-21
12139,510297,356,189,149,755,5,shipped,7,2023-02-09,2023-05-30,2023-11-23,2023-03-10,2023-06-07
12140,510271,411,33,214,302,3,cancelled,3,2023-12-30,,,2023-12-30,2023-12-30
12141,510301,340,152,135,693,6,open,11,2019-05-14,2020-10-12,2022-08-09,2023-07-21,2020-03-15
12142,510275,900,179,174,361,10,closed,10,2021-08-07,2022-10-13,2023-01-28,2022-09-17,2023-10-04
12143,510261,985,184,113,325,4,open,7,2021-10-30,2022-12-18,2023-07-11,2023-07-11,2022-03-15
12144,510297,405,7,124,346,10,open,5,2022-11-04,2023-07-31,2023-12-08,2023-06-08,2022-12-06
12145,510278,266,113,183,846,8,shipped,2,2019-12-01,2022-12-12,2022-09-03,2020-08-31,2020-08-13
12146,510273,543,191,187,454,1,closed,11,2020-11-26,2023-01-17,2022-07-28,2022-04-22,2023-10-29
12147,510301,876,145,198,317,6,cancelled,6,2021-10-07,,,2022-11-15,2022-06-10
12148,510292,896,50,121,253,4,shipped,6,2022-10-13,2023-04-26,2023-04-05,2023-04-15,2023-01-05
12149,510288,880,59,159,329,7,closed,4,2022-10-27,2023-11-17,2023-10-30,2023-05-16,2023-11-18
12150,510260,960,154,145,695,4,closed,6,2022-03-17,2023-06-14,2023-03-24,2022-10-25,2022-11-07
12151,510302,389,1,177,345,1,cancelled,2,2023-12-14,,,2023-12-28,2023-12-15
12152,510293,586,87,138,689,8,closed,1,2021-03-30,2022-10-22,2022-12-04,2021-12-05,2022-01-21
12153,510304,919,20,202,382,1,shipped,8,2020-09-28,2021-11-14,2022-11-01,2021-09-28,2022-12-26
12154,510306,432,67,220,448,8,cancelled,10,2022-04-04,,,2023-01-13,2022-11-17
12155,510293,776,111,172,412,2,shipped,9,2020-03-26,2021-12-25,2023-05-06,2022-01-18,2021-06-05
12156,510299,267,81,200,815,6,closed,1,2019-06-01,2023-06-15,2020-08-04,2021-08-28,2020-08-08
12157,510297,271,31,205,386,4,cancelled,12,2022-04-25,,,2022-10-30,2022-11-18
12158,510257,311,15,111,577,1,cancelled,8,2021-11-30,,,2022-01-20,2022-09-23
12159,510306,409,137,160,274,8,shipped,10,2019-07-03,2022-07-05,2022-09-04,2022-02-11,2021-05-29
12160,510261,293,143,112,306,1,shipped,6,2021-07-05,2022-07-12,2021-11-24,2022-08-01,2022-02-10
12161,510292,578,49,122,419,5,shipped,5,2021-02-18,2023-03-05,2021-09-08,2021-10-31,2022-05-20
12162,510305,221,73,220,749,2,cancelled,5,2022-02-10,,,2022-07-28,2022-10-11
12163,510261,591,33,139,746,7,closed,12,2023-01-02,2023-06-17,2023-03-25,2023-04-01,2023-02-18
12164,510301,380,122,129,785,10,shipped,6,2022-06-10,2022-08-09,2023-12-02,2023-10-16,2023-11-19
12165,510263,977,164,125,412,4,cancelled,9,2023-04-14,,,2023-05-29,2023-06-22
12166,510256,446,52,162,243,2,closed,4,2019-12-09,2022-06-30,2021-03-29,2020-05-28,2020-04-09
12167,510283,390,126,165,714,9,closed,12,2020-09-05,2020-10-18,2021-06-24,2021-08-25,2022-02-12
12168,510283,664,38,137,441,3,closed,1,2019-11-02,2021-07-18,2022-02-06,2021-06-23,2020-01-30
12169,510261,740,179,128,356,5,shipped,12,2020-12-03,2021-07-23,2021-09-17,2022-04-04,2023-08-16
12170,510265,345,12,146,759,4,closed,6,2019-05-19,2020-12-26,2022-08-07,2022-06-05,2023-02-13
12171,510289,982,114,178,296,3,open,12,2020-05-16,2022-01-13,2020-08-25,2021-01-18,2020-10-08
12172,510290,901,113,118,556,2,cancelled,10,2022-11-12,,,2023-10-26,2023-08-14
12173,510280,378,147,129,334,4,closed,1,2021-06-15,2021-08-26,2022-10-28,2023-04-18,2021-10-22
12174,510304,210,87,153,544,9,cancelled,10,2020-12-28,,,2023-02-25,2021-11-29
12175,510275,987,118,123,848,7,cancelled,11,2023-06-20,,,2023-07-20,2023-08-06
12176,510292,591,177,195,307,3,open,4,2020-01-14,2020-08-11,2022-07-19,2023-05-31,2021-10-19
12177,510262,779,31,150,701,6,cancelled,3,2019-04-26,,,2020-02-17,2019-07-16
12178,510298,774,118,159,639,5,cancelled,9,2020-02-22,,,2023-08-10,2022-02-21
12179,510271,470,197,177,298,10,cancelled,11,2019-06-24,,,2021-02-06,2021-04-11
12180,510297,573,150,205,722,2,cancelled,5,2019-02-09,,,2022-10-22,2023-01-04
12181,510291,919,193,146,252,3,closed,12,2023-11-08,2023-11-15,2023-11-13,2023-11-23,2023-11-18
12182,510295,434,102,212,798,7,open,8,2020-10-06,2023-03-23,2023-07-01,2021-08-12,2023-05-03
12183,510294,294,134,148,883,10,shipped,2,2022-05-10,2023-12-14,2023-01-13,2023-10-04,2023-09-13
12184,510297,690,53,211,852,2,cancelled,8,2020-06-01,,,2021-06-30,2021-05-04
12185,510277,316,28,104,690,9,shipped,5,2019-09-07,2019-09-20,2021-11-10,2022-08-25,2021-02-25
12186,510288,340,74,152,344,1,closed,9,2019-03-14,2021-06-04,2020-04-08,2022-11-27,2019-03-28
12187,510256,266,146,174,635,7,closed,10,2020-07-29,2023-06-16,2023-12-10,2020-12-01,2021-11-12
12188,510286,551,66,128,796,7,shipped,7,2020-11-14,2022-01-23,2022-06-08,2023-01-04,2022-03-08
12189,510274,700,101,139,365,10,shipped,5,2021-04-25,2023-03-03,2021-04-26,2021-06-11,2023-11-10
12190,510294,269,181,210,733,1,cancelled,4,2023-01-18,,,2023-12-21,2023-02-06
12191,510298,745,103,209,265,4,cancelled,1,2023-06-21,,,2023-09-17,2023-08-20
12192,510258,973,111,187,358,2,open,7,2023-02-11,2023-08-06,2023-05-14,2023-05-24,2023-11-06
12193,510280,761,14,188,300,10,shipped,9,2021-08-18,2021-09-06,2022-10-17,2022-04-08,2022-03-09
12194,510283,370,72,195,701,9,shipped,5,2021-02-07,2023-03-13,2023-08-20,2022-04-09,2021-07-19
12195,510286,410,37,213,222,3,open,5,2023-05-05,2023-10-11,2023-05-08,2023-10-07,2023-06-27
12196,510258,346,15,211,308,5,shipped,2,2019-01-03,2021-03-17,2021-08-17,2023-11-05,2020-12-27
12197,510272,572,155,161,458,4,closed,11,2022-01-12,2023-08-05,2022-01-14,2023-11-09,2023-09-26
12198,510262,886,171,114,615,9,cancelled,10,2019-02-01,,,2022-03-14,2019-09-08
12199,510304,617,60,179,319,6,cancelled,2,2023-10-28,,,2023-11-19,2023-11-17
12200,510256,942,22,203,241,2,shipped,6,2020-09-17,2020-10-25,2021-05-19,2021-05-29,2022-11-25
12201,510283,672,125,190,871,8,open,5,2019-04-23,2021-07-25,2022-09-24,2021-01-22,2020-06-09
12202,510259,544,191,213,718,7,closed,2,2020-09-07,2022-04-04,2022-01-08,2020-11-02,2021-07-26
12203,510258,251,141,219,731,2,open,9,2020-01-03,2022-06-03,2021-04-12,2022-01-15,2023-10-06
12204,510296,814,13,166,523,10,shipped,9,2021-11-07,2022-06-27,2022-11-12,2023-04-24,2022-09-03
12205,510272,307,63,200,453,3,cancelled,1,2020-12-29,,,2021-12-01,2023-04-07
12206,510296,267,121,165,246,7,cancelled,9,2021-08-29,,,2022-08-20,2022-06-07
12207,510291,558,101,113,442,2,shipped,11,2019-01-22,2020-04-06,2022-03-23,2019-04-20,2020-05-24
12208,510258,474,20,152,223,2,open,5,2023-06-12,2023-12-24,2023-12-22,2023-09-24,2023-08-01
12209,510258,768,10,176,460,1,closed,8,2023-04-09,2023-08-16,2023-06-25,2023-04-19,2023-12-23
12210,510265,844,191,129,474,4,open,9,2022-03-14,2022-09-19,2022-09-23,2022-11-04,2023-10-28
12211,510305,904,45,165,491,2,closed,11,2022-08-19,2023-07-12,2022-09-21,2023-05-11,2023-09-08
12212,510284,753,183,131,798,1,open,6,2020-02-06,2023-03-19,2021-10-15,2021-03-23,2021-07-20
12213,510268,320,120,110,661,2,open,12,2022-02-07,2022-03-06,2022-06-22,2023-08-15,2023-11-28
12214,510303,717,157,109,681,8,shipped,8,2022-01-17,2022-10-11,2022-09-02,2022-09-21,2022-12-14
12215,510263,610,129,169,442,2,shipped,6,2021-05-02,2023-08-21,2023-05-30,2021-05-31,2021-08-08
12216,510257,867,108,165,743,3,shipped,3,2020-02-10,2021-06-21,2020-07-24,2020-09-24,2021-04-16
12217,510304,293,155,157,316,9,closed,6,2022-05-31,2022-06-12,2022-06-08,2023-09-27,2023-04-09
12218,510264,340,60,214,662,5,cancelled,9,2023-11-09,,,2023-11-25,2023-11-25
12219,510258,705,101,213,443,5,cancelled,7,2023-04-30,,,2023-09-14,2023-10-23
12220,510290,985,15,131,310,7,shipped,11,2021-01-26,2023-08-08,2021-02-08,2022-12-16,2021-05-06
12221,510273,844,95,153,762,2,open,3,2021-06-09,2022-12-08,2021-07-31,2022-01-15,2023-02-03
12222,510299,761,106,216,269,3,open,1,2023-04-03,2023-08-31,2023-09-29,2023-06-30,2023-07-30
12223,510256,670,127,154,681,4,open,9,2019-02-01,2022-07-04,2023-06-02,2023-03-21,2022-07-23
12224,510262,838,173,140,305,3,shipped,12,2022-11-08,2022-11-08,2023-07-06,2023-02-12,2023-08-20
12225,510283,635,86,199,418,7,closed,10,2019-07-12,2023-10-10,2021-10-12,2019-10-10,2022-05-18
12226,510300,493,50,176,446,2,open,8,2021-10-31,2022-05-29,2023-10-15,2023-12-17,2022-12-17
12227,510283,223,73,103,319,4,shipped,2,2019-03-24,2021-08-30,2019-12-27,2020-03-22,2022-12-12
12228,510271,474,158,147,261,1,cancelled,8,2022-04-12,,,2023-07-30,2023-02-06
12229,510262,470,98,157,635,5,open,6,2022-05-06,2022-05-20,2023-09-08,2022-09-23,2023-11-04
12230,510278,845,170,102,239,9,open,2,2021-01-29,2023-04-19,2022-04-23,2022-11-20,2021-09-17
12231,510299,817,106,182,827,10,cancelled,1,2022-12-29,,,2023-03-12,2023-04-05
12232,510262,769,97,146,795,9,cancelled,12,2022-02-28,,,2023-08-19,2022-10-06
12233,510294,688,197,168,243,7,open,3,2021-05-04,2022-08-12,2021-10-30,2023-11-13,2023-03-08
12234,510263,873,10,155,394,8,shipped,2,2022-03-29,2022-06-05,2022-09-28,2022-11-06,2022-07-15
12235,510282,883,98,102,527,2,shipped,6,2019-06-10,2020-10-01,2021-12-20,2023-12-11,2021-12-05
12236,510297,976,8,121,304,3,cancelled,3,2019-01-20,,,2019-03-16,2020-05-06
12237,510271,414,149,105,886,1,shipped,5,2019-12-16,2023-11-13,2023-07-07,2022-05-29,2021-03-08
12238,510298,602,152,182,453,10,cancelled,2,2020-11-19,,,2022-09-19,2023-09-13
12239,510281,810,109,132,421,7,closed,8,2021-03-07,2021-03-15,2022-02-03,2021-05-02,2022-08-15
12240,510263,260,121,200,563,1,shipped,10,2022-02-14,2023-07-08,2023-02-04,2023-05-26,2023-02-14
12241,510292,931,173,129,316,6,cancelled,7,2021-03-25,,,2021-05-27,2023-03-16
12242,510292,867,39,198,519,10,shipped,7,2021-03-02,2022-10-09,2023-09-25,2023-01-28,2022-11-21
12243,510305,262,76,152,378,10,closed,1,2019-04-16,2021-02-22,2023-11-01,2023-11-23,2019-10-26
12244,510274,705,115,181,849,1,closed,4,2022-12-10,2023-07-08,2023-09-17,2023-12-04,2023-03-21
12245,510297,203,179,197,868,5,shipped,9,2020-01-30,2020-03-28,2022-06-26,2021-09-30,2023-06-30
12246,510279,560,113,135,362,1,open,2,2020-01-06,2022-07-13,2023-06-08,2022-05-03,2023-10-29
12247,510280,839,46,140,352,3,open,5,2022-06-19,2023-10-13,2023-05-21,2022-10-17,2023-11-29
12248,510287,349,153,211,893,4,open,1,2019-08-28,2021-02-20,2022-01-11,2023-03-06,2022-02-26
12249,510294,432,130,170,394,10,open,5,2019-03-21,2022-10-13,2019-07-30,2023-09-30,2021-09-08
12250,510268,868,32,162,240,6,open,10,2021-04-23,2023-05-05,2023-08-11,2022-04-01,2022-12-07
12251,510288,346,189,120,407,8,closed,3,2022-08-18,2023-09-06,2022-09-03,2023-04-03,2022-11-03
12252,510299,782,106,117,289,9,open,11,2020-10-19,2022-07-02,2023-08-06,2021-02-22,2023-10-08
12253,510298,446,83,134,216,4,closed,1,2023-10-23,2023-11-27,2023-12-07,2023-11-26,2023-11-05
12254,510301,879,46,155,622,8,open,11,2023-12-13,2023-12-16,2023-12-15,2023-12-23,2023-12-17
12255,510277,309,43,134,458,3,closed,4,2020-02-12,2021-09-14,2020-04-20,2023-01-15,2022-05-03
12256,510300,466,65,112,200,9,closed,6,2019-05-26,2021-08-30,2021-07-30,2023-10-29,2022-01-25
12257,510283,642,162,212,881,8,open,4,2021-07-02,2022-04-27,2021-11-21,2022-10-04,2023-06-13
12258,510278,781,43,141,851,5,open,2,2022-06-04,2022-08-03,2023-09-02,2022-12-08,2023-06-17
12259,510302,520,36,207,589,9,shipped,6,2020-06-22,2022-10-03,2021-06-30,2022-05-28,2021-11-26
12260,510298,395,86,183,244,10,shipped,4,2019-06-21,2021-06-07,2022-07-18,2022-05-18,2022-06-28
12261,510293,956,22,132,576,10,cancelled,8,2023-08-02,,,2023-09-30,2023-08-27
12262,510276,602,69,195,893,1,shipped,5,2020-02-05,2020-03-14,2023-05-10,2020-02-24,2022-02-08
12263,510260,586,150,146,583,8,open,1,2020-07-30,2022-09-22,2022-12-12,2022-01-08,2023-02-24
12264,510265,927,114,197,238,2,closed,1,2020-10-08,2021-05-11,2022-11-09,2023-11-12,2022-01-26
12265,510296,309,6,201,725,1,shipped,1,2021-06-05,2022-09-11,2022-03-21,2022-05-03,2022-09-24
12266,510274,437,58,162,435,3,open,7,2023-06-30,2023-10-17,2023-07-24,2023-10-27,2023-09-05
12267,510256,810,34,203,221,2,cancelled,9,2020-09-16,,,2022-10-16,2023-08-29
12268,510282,706,199,183,724,5,open,5,2023-08-13,2023-10-16,2023-09-18,2023-08-29,2023-10-15
12269,510259,954,16,164,270,7,shipped,7,2022-07-19,2022-08-20,2023-04-17,2023-05-15,2023-10-24
12270,510284,349,176,146,205,2,open,8,2021-04-08,2023-06-11,2022-09-20,2023-10-14,2022-08-01
12271,510305,723,39,144,886,5,shipped,5,2019-10-30,2020-08-31,2020-09-27,2023-05-30,2020-02-28
12272,510272,977,70,170,341,4,open,2,2022-12-03,2023-09-04,2023-12-23,2023-05-13,2023-12-14
12273,510302,806,200,210,444,10,shipped,9,2021-07-18,2023-02-28,2022-12-01,2023-07-24,2022-01-08
12274,510275,269,124,207,433,8,closed,5,2019-02-18,2023-12-12,2022-01-28,2023-04-27,2023-11-23
12275,510270,287,37,193,591,5,open,8,2022-08-13,2023-12-11,2023-02-08,2023-12-26,2023-11-03
12276,510261,744,136,218,249,5,closed,11,2020-11-05,2023-03-02,2021-11-25,2022-07-02,2023-02-05
12277,510281,529,119,181,392,2,cancelled,10,2020-04-07,,,2021-11-08,2021-05-29
12278,510260,441,89,167,870,5,cancelled,1,2022-12-25,,,2023-11-07,2023-04-13
12279,510265,470,31,126,898,8,closed,12,2020-01-03,2021-08-18,2021-10-14,2023-08-06,2023-12-20
12280,510271,791,47,129,866,6,cancelled,3,2023-11-23,,,2023-11-27,2023-12-14
12281,510281,409,110,151,617,6,shipped,7,2019-08-27,2023-06-15,2023-09-26,2022-06-04,2020-12-23
12282,510286,973,126,204,408,10,closed,10,2023-12-16,2023-12-22,2023-12-19,2023-12-29,2023-12-17
12283,510267,717,81,134,537,5,shipped,4,2021-06-24,2022-06-11,2022-02-25,2023-09-25,2022-09-18
12284,510256,782,1,160,614,6,shipped,3,2020-04-13,2021-04-29,2023-07-26,2020-07-16,2023-05-17
12285,510295,594,104,202,583,8,shipped,9,2023-06-25,2023-11-06,2023-09-23,2023-09-17,2023-11-23
12286,510294,238,116,170,678,6,open,4,2020-03-31,2023-05-10,2023-03-06,2022-04-19,2020-10-01
12287,510304,378,146,199,545,9,closed,3,2019-02-27,2023-05-17,2019-12-25,2021-09-16,2020-10-10
12288,510293,767,38,175,740,4,open,11,2019-09-17,2021-01-02,2023-11-28,2020-01-18,2022-04-15
12289,510265,920,153,212,267,2,closed,9,2020-03-22,2021-03-25,2020-05-14,2023-07-23,2022-11-28
12290,510303,942,127,130,638,7,closed,12,2023-03-23,2023-04-03,2023-07-25,2023-07-12,2023-07-02
12291,510278,364,67,211,855,4,open,5,2021-02-11,2023-11-04,2022-10-09,2022-09-11,2023-05-14
12292,510259,907,122,192,526,6,shipped,3,2021-02-13,2023-09-28,2021-04-01,2022-10-15,2023-07-16
12293,510289,983,41,103,832,6,shipped,2,2022-03-08,2023-03-22,2023-06-21,2022-11-30,2023-08-11
12294,510269,750,122,196,814,9,cancelled,8,2020-11-11,,,2021-08-15,2022-02-25
12295,510267,683,140,120,681,4,closed,2,2021-05-01,2021-05-25,2021-10-10,2022-03-24,2023-11-15
12296,510296,364,71,131,330,10,closed,11,2023-04-18,2023-11-10,2023-06-13,2023-11-21,2023-11-02
12297,510303,551,10,161,656,6,cancelled,2,2020-10-11,,,2021-01-26,2020-11-24
12298,510299,679,132,214,201,2,shipped,6,2022-08-14,2023-05-30,2022-12-04,2023-09-21,2023-11-24
12299,510263,411,138,132,748,4,open,4,2019-06-18,2022-02-21,2022-07-21,2019-06-27,2022-10-30
12300,510265,268,20,165,205,4,cancelled,4,2021-08-20,,,2022-10-15,2021-10-08
12301,510272,447,133,195,536,6,cancelled,5,2021-10-19,,,2022-02-15,2023-12-27
12302,510267,772,46,154,828,5,closed,7,2020-12-23,2021-10-06,2022-04-25,2022-08-16,2021-10-07
12303,510297,941,85,218,767,3,closed,5,2021-04-22,2022-07-26,2022-09-24,2021-06-04,2021-05-26
12304,510292,609,185,133,560,10,closed,5,2020-08-08,2021-01-21,2023-10-31,2020-08-16,2022-10-23
12305,510290,389,155,173,777,4,closed,8,2023-02-27,2023-11-26,2023-08-08,2023-04-09,2023-09-24
12306,510294,400,54,203,466,4,closed,12,2021-03-17,2023-12-04,2022-07-20,2023-01-19,2023-12-10
12307,510288,253,199,209,710,8,closed,3,2021-02-26,2022-11-21,2023-01-15,2023-09-17,2022-06-14
12308,510286,978,192,127,416,3,cancelled,10,2019-07-23,,,2022-11-03,2020-04-18
12309,510276,989,195,145,428,1,shipped,7,2019-08-11,2023-07-17,2020-04-04,2022-03-16,2020-05-29
12310,510262,364,90,192,380,10,cancelled,7,2022-09-13,,,2023-09-03,2022-10-18
12311,510272,545,93,124,798,1,shipped,12,2020-01-30,2022-03-27,2023-08-16,2021-04-22,2022-04-07
12312,510296,340,27,199,625,3,cancelled,1,2023-12-21,,,2023-12-22,2023-12-23
12313,510266,432,158,219,821,9,open,10,2021-02-18,2021-10-22,2023-08-21,2022-08-12,2023-10-08
12314,510302,434,43,103,599,7,open,9,2021-12-10,2023-07-21,2023-06-27,2023-04-16,2022-10-27
12315,510290,203,40,212,685,6,open,4,2021-08-28,2022-01-27,2022-10-24,2022-02-27,2021-12-28
12316,510270,548,15,168,313,10,open,8,2020-06-04,2021-09-19,2021-07-05,2021-09-04,2023-11-04
12317,510260,558,165,212,614,9,shipped,1,2020-03-03,2021-08-12,2020-05-07,2020-11-05,2021-07-17
12318,510292,311,94,104,824,1,closed,5,2020-07-03,2022-07-23,2020-10-08,2022-07-11,2023-06-07
12319,510261,271,114,159,616,1,open,11,2023-07-18,2023-10-01,2023-11-25,2023-12-24,2023-09-29
12320,510258,620,42,145,391,9,shipped,6,2019-11-19,2021-03-25,2021-06-17,2021-02-04,2022-08-17
12321,510289,439,199,202,713,9,closed,9,2021-04-18,2021-05-09,2022-10-17,2023-09-09,2022-04-22
12322,510268,885,153,204,775,6,open,2,2021-09-21,2023-06-29,2021-11-18,2022-04-13,2022-11-30
12323,510296,447,187,181,552,7,open,7,2020-07-03,2023-06-02,2021-10-20,2022-10-16,2021-12-17
12324,510294,389,36,195,216,7,cancelled,1,2022-11-01,,,2023-05-08,2023-06-21
12325,510269,924,29,119,426,5,shipped,6,2021-05-08,2022-08-01,2023-08-27,2022-05-20,2021-11-23
12326,510261,885,102,161,718,5,open,4,2023-06-02,2023-10-06,2023-09-22,2023-12-26,2023-11-20
12327,510288,804,3,126,301,3,open,10,2021-09-30,2022-03-13,2022-01-19,2022-09-04,2022-08-25
12328,510263,274,20,137,351,4,cancelled,8,2021-05-26,,,2023-02-03,2022-05-06
12329,510291,985,108,202,506,6,cancelled,4,2021-10-01,,,2023-02-13,2022-06-09
12330,510262,502,188,117,561,1,shipped,3,2022-06-06,2022-10-26,2023-11-13,2023-06-08,2022-10-19
12331,510282,364,133,219,224,7,closed,12,2021-06-27,2023-07-15,2023-07-04,2022-01-05,2023-12-11
12332,510262,836,9,163,643,1,open,6,2021-11-11,2022-09-23,2022-01-25,2023-09-27,2022-01-30
12333,510258,334,126,159,298,8,shipped,3,2020-05-12,2022-05-20,2021-07-12,2023-01-05,2021-08-12
12334,510298,835,123,217,883,9,closed,5,2023-08-03,2023-12-12,2023-09-25,2023-11-25,2023-09-09
12335,510300,673,153,132,602,6,open,5,2023-08-12,2023-11-22,2023-10-14,2023-11-22,2023-12-05
12336,510285,434,199,160,777,6,shipped,3,2021-09-15,2023-01-22,2023-03-06,2022-11-24,2021-11-09
12337,510268,203,93,156,704,3,shipped,3,2022-04-30,2022-09-10,2022-08-14,2023-02-07,2023-08-18
12338,510295,307,186,165,853,3,open,3,2020-04-23,2022-03-31,2021-11-25,2023-06-09,2022-07-27
12339,510286,233,51,119,517,4,closed,7,2021-02-26,2023-11-16,2022-04-21,2021-07-23,2022-10-25
12340,510276,548,173,169,631,7,open,12,2023-10-06,2023-12-04,2023-12-05,2023-11-11,2023-10-21
12341,510272,450,60,149,349,7,shipped,2,2019-05-01,2020-11-07,2023-12-21,2020-03-12,2022-03-13
12342,510293,320,73,189,599,7,cancelled,12,2023-06-29,,,2023-10-19,2023-12-01
