po_id,po_number,buyer_id,reciept_date,item_id,warehouse_id,qty_ordered,qty_received,rating
4389,67512,573,2021-08-19,209,583,328,324,1
4390,60554,707,2022-05-16,136,327,234,234,1
4391,15509,269,2019-06-05,121,362,73,72,1
4392,95745,854,2020-09-14,159,430,342,339,1
4393,69325,960,2021-02-26,108,834,422,418,2
4394,14365,573,2021-01-28,211,835,193,190,2
4395,10270,468,2018-09-28,135,558,400,399,1
4396,41047,372,2019-12-15,108,275,293,293,2
4397,41475,846,2019-01-16,180,628,145,141,3
4398,34900,260,2021-06-02,190,892,340,338,2
4399,47393,438,2022-03-21,158,838,272,269,4
4400,75813,673,2018-07-02,198,610,54,53,3
4401,29656,221,2019-03-18,194,380,344,342,5
4402,29581,545,2020-09-11,211,761,214,214,5
4403,24514,503,2022-10-05,154,493,182,181,1
4404,29273,985,2018-07-23,120,510,327,326,5
4405,21818,410,2022-03-28,184,577,407,407,1
4406,84788,573,2018-07-26,198,895,206,202,1
4407,53525,496,2019-12-19,192,416,215,213,4
4408,88151,740,2023-12-07,115,855,252,249,3
4409,29352,677,2019-11-23,183,850,102,99,4
4410,60404,211,2018-03-08,136,654,249,248,3
4411,90727,826,2021-08-30,117,325,244,241,3
4412,69742,618,2023-08-25,157,633,276,274,5
4413,14040,664,2023-02-06,151,950,140,139,5
4414,64165,614,2018-04-15,113,412,368,365,3
4415,53291,454,2022-05-17,155,415,259,256,1
4416,99594,790,2023-02-05,100,672,84,80,5
4417,99239,823,2023-04-07,174,274,174,170,2
4418,95586,390,2018-02-16,175,418,81,78,3
4419,67304,767,2022-11-26,167,591,233,230,5
4420,17816,973,2020-02-13,196,370,204,202,1
4421,84503,845,2023-07-29,152,963,95,92,4
4422,36973,663,2020-03-01,209,452,65,62,4
4423,77754,306,2018-11-13,211,928,395,391,5
4424,76718,990,2020-11-16,158,993,93,89,2
4425,38145,782,2022-04-11,116,402,262,262,5
4426,93450,353,2022-08-11,111,889,260,259,5
4427,16409,520,2021-06-22,175,234,392,389,5
4428,95753,322,2019-09-09,177,331,128,125,3
4429,68210,773,2021-10-19,170,952,83,80,4
4430,28712,774,2020-06-20,134,418,53,50,3
4431,73972,741,2020-02-15,113,487,426,423,5
4432,98574,941,2023-06-08,126,348,301,298,2
4433,78982,238,2022-07-21,128,577,361,360,4
4434,87590,551,2020-03-08,144,719,74,71,1
4435,94296,435,2018-04-30,123,257,129,125,4
4436,16016,572,2019-05-14,189,305,434,434,1
4437,61639,507,2018-12-20,118,389,176,174,3
4438,66594,226,2019-05-17,195,684,170,166,1
4439,20080,438,2021-12-16,131,215,196,196,5
4440,64515,690,2021-09-23,187,331,226,223,3
4441,20625,295,2018-09-28,117,848,60,59,2
4442,80483,677,2020-03-08,137,599,430,427,1
4443,70714,838,2019-11-15,138,224,217,217,5
4444,30981,275,2019-02-13,172,963,440,436,3
4445,27354,873,2022-07-12,137,329,221,220,5
4446,50761,501,2020-07-08,144,920,80,77,2
4447,33169,456,2021-05-20,139,327,398,398,2
4448,46074,500,2020-02-24,134,521,214,210,3
4449,81104,226,2020-03-06,163,293,301,299,3
4450,31189,594,2019-09-05,208,452,419,418,1
4451,61839,602,2019-01-30,118,434,126,125,3
4452,64125,320,2021-10-06,140,485,442,440,1
4453,93812,989,2022-03-10,216,246,103,101,1
4454,54906,836,2020-10-10,126,584,135,134,5
4455,21683,383,2019-11-02,108,350,233,233,4
4456,15496,435,2018-04-14,213,763,241,239,3
4457,41609,806,2020-01-21,118,518,304,304,4
4458,23418,867,2020-04-01,212,993,205,202,4
4459,67392,464,2022-10-10,121,818,171,168,5
4460,19016,265,2022-05-24,103,783,421,419,4
4461,39954,405,2019-07-07,145,886,90,86,1
4462,42598,895,2023-03-06,152,475,298,297,2
4463,98842,639,2023-02-19,171,379,92,92,3
4464,56756,740,2019-04-17,128,534,337,336,1
4465,36444,544,2019-11-13,155,606,360,357,5
4466,76740,383,2018-04-09,220,331,194,192,1
4467,88371,826,2020-08-13,186,886,314,312,2
4468,94103,268,2021-12-05,127,332,441,439,5
4469,74257,982,2021-12-08,125,215,255,254,3
4470,86337,612,2022-08-17,166,351,373,372,4
4471,42854,334,2019-08-12,143,521,293,291,3
4472,92514,370,2022-02-17,215,593,126,126,5
4473,51385,953,2018-12-06,141,210,233,230,5
4474,83666,894,2021-03-22,112,502,122,119,4
4475,76447,340,2020-10-25,213,986,283,279,3
4476,58869,586,2022-09-14,186,364,333,330,1
4477,43825,806,2022-07-14,115,978,87,84,4
4478,38733,794,2023-05-28,115,850,222,221,2
4479,36484,773,2018-08-13,175,639,109,105,1
4480,61489,895,2023-07-12,113,391,383,381,1
4481,38193,377,2019-09-24,140,769,297,294,2
4482,15945,273,2022-05-28,148,293,380,380,2
4483,78085,434,2022-05-14,186,479,81,81,1
4484,42076,931,2019-09-01,199,391,120,116,5
4485,95622,919,2018-08-15,176,475,372,369,3
4486,46872,213,2018-08-13,123,831,103,99,1
4487,89649,986,2022-08-03,201,494,319,318,2
4488,56028,761,2022-10-11,215,274,124,120,5
4489,39848,229,2022-09-17,105,838,252,249,2
4490,18576,393,2018-09-16,134,263,214,210,2
4491,12317,266,2022-10-06,130,424,155,151,5
4492,99440,594,2021-02-22,125,339,260,259,1
4493,98136,635,2018-10-09,162,359,252,248,1
4494,95761,445,2019-10-26,129,450,193,193,5
4495,36928,223,2020-10-01,124,651,160,158,5
4496,94915,279,2022-02-02,219,424,363,362,2
4497,12720,498,2021-12-13,144,944,396,392,1
4498,10467,445,2019-08-29,137,787,260,257,4
4499,98136,411,2022-04-14,160,543,211,208,1
4500,78930,432,2018-11-13,206,835,250,246,1
4501,84549,979,2022-02-01,115,380,196,195,4
4502,83127,411,2018-10-08,116,787,360,356,5
4503,82202,868,2018-09-18,117,329,281,277,4
4504,30652,810,2022-09-09,106,775,206,202,1
4505,57163,409,2019-05-01,118,733,388,387,5
4506,69045,404,2019-08-22,166,379,182,180,4
4507,49775,954,2020-04-11,199,389,152,152,5
4508,61162,844,2019-07-31,101,533,170,167,5
4509,84050,855,2019-07-02,211,700,108,108,5
4510,57301,269,2023-10-11,137,834,436,433,1
4511,49443,895,2022-10-01,183,712,96,95,1
4512,53575,740,2022-07-17,215,596,155,154,5
4513,26823,409,2019-05-09,213,890,287,284,3
4514,29463,503,2022-08-05,168,415,391,388,1
4515,64685,223,2018-03-09,190,955,272,271,5
4516,79214,880,2019-10-29,154,570,191,188,5
4517,58035,253,2020-07-13,125,828,400,397,4
4518,93724,351,2020-04-08,189,543,435,435,5
4519,61483,426,2023-08-07,110,525,307,304,1
4520,89729,844,2023-11-18,155,274,284,280,4
4521,76817,609,2021-06-03,169,931,201,197,3
4522,83218,637,2018-01-04,110,525,119,118,1
4523,26505,560,2022-08-13,141,525,259,258,4
4524,58618,895,2019-06-21,175,493,416,412,2
4525,47091,632,2021-07-06,194,843,230,229,2
4526,44699,598,2023-12-14,104,836,362,360,5
4527,23577,279,2018-01-02,183,853,214,213,5
4528,47378,435,2020-02-11,107,364,411,409,1
4529,81664,879,2018-04-28,110,899,218,215,1
4530,67695,619,2023-10-27,143,717,122,118,1
4531,73481,598,2021-12-14,112,521,448,445,3
4532,37977,746,2020-06-11,180,331,342,339,5
4533,14615,371,2018-08-16,182,714,201,200,5
4534,75222,907,2021-12-30,147,920,79,79,4
4535,16995,766,2022-03-08,131,461,254,250,3
4536,46121,501,2019-12-22,146,400,189,188,3
4537,88127,441,2021-09-14,163,770,425,424,3
4538,20885,907,2020-10-09,184,955,114,112,1
4539,97194,450,2023-07-04,136,978,358,358,3
4540,97223,251,2019-10-06,206,703,311,307,1
4541,93646,956,2021-03-20,148,424,426,425,2
4542,55384,991,2018-07-07,207,783,435,434,2
4543,70696,615,2019-09-22,107,855,86,85,3
4544,68529,772,2021-11-16,112,525,438,436,2
4545,91764,836,2020-01-15,149,259,235,233,3
4546,24531,513,2021-03-08,121,818,116,116,2
4547,87287,894,2019-07-04,194,488,183,180,1
4548,30114,244,2021-11-04,208,479,117,114,1
4549,98621,637,2020-09-03,193,485,414,412,2
4550,36525,470,2023-02-04,124,947,331,330,5
4551,21084,340,2021-12-17,138,848,384,382,4
4552,41181,309,2018-01-05,143,733,427,425,3
4553,42481,599,2023-01-09,107,526,109,108,2
4554,19795,435,2019-08-22,142,646,325,325,4
4555,76371,409,2018-11-08,202,224,392,390,2
4556,60681,219,2020-01-05,220,606,219,216,1
4557,89574,310,2023-05-11,189,321,433,430,2
4558,55209,631,2023-01-10,157,964,134,134,4
4559,81458,835,2023-06-29,220,212,447,444,4
4560,11933,351,2023-08-13,217,839,412,410,2
4561,37148,986,2020-05-08,151,947,97,95,2
4562,77849,302,2020-05-27,140,931,392,390,2
4563,78902,683,2022-02-12,112,354,316,316,5
4564,54677,761,2018-02-16,220,877,329,328,5
4565,64860,715,2020-02-10,145,321,396,396,5
4566,20530,238,2023-12-30,115,298,427,425,5
4567,52777,233,2018-12-31,204,251,206,202,1
4568,14719,990,2019-05-16,176,866,263,262,1
4569,37423,810,2021-03-30,103,829,150,147,1
4570,47105,238,2022-11-05,165,494,345,342,1
4571,31851,353,2023-08-30,177,761,155,151,4
4572,81416,548,2020-10-12,219,348,53,52,3
4573,38958,550,2021-01-29,199,210,73,69,5
4574,37690,867,2018-03-31,213,937,360,358,4
4575,80055,501,2021-07-20,191,493,416,414,5
4576,56691,671,2022-11-09,122,393,227,223,1
4577,89664,715,2020-12-10,140,835,223,219,4
4578,78539,260,2022-01-20,202,726,354,354,3
4579,56523,430,2019-04-17,121,891,441,437,5
4580,90842,986,2022-04-11,108,899,52,48,5
4581,18221,679,2018-11-27,165,627,223,220,2
4582,95092,779,2023-08-19,111,604,437,434,3
4583,83557,269,2019-12-10,191,577,434,430,4
4584,16841,772,2023-05-11,159,699,289,288,3
4585,64132,550,2018-07-14,197,843,152,149,2
4586,60650,835,2018-02-16,110,572,438,436,3
4587,27957,753,2021-09-23,112,951,151,148,2
4588,48670,394,2022-11-22,109,274,361,358,2
4589,73685,558,2021-09-02,184,587,97,97,3
4590,78459,615,2019-07-05,137,463,88,86,5
4591,41363,719,2018-02-26,135,858,382,382,3
4592,79696,823,2023-09-18,133,327,363,359,5
4593,72985,700,2022-11-15,192,651,390,388,4
4594,98722,496,2021-03-11,207,843,63,59,5
4595,10355,545,2023-12-18,203,599,384,384,5
4596,13374,711,2021-01-18,176,805,74,72,2
4597,96007,232,2021-05-27,133,884,234,231,3
4598,44493,952,2020-05-30,190,492,63,59,1
4599,25689,836,2019-07-22,159,883,261,260,2
4600,16237,306,2022-05-27,138,916,52,51,1
4601,15096,775,2019-10-23,182,265,308,304,4
4602,55114,415,2022-08-20,185,717,321,318,2
4603,59772,591,2020-09-14,134,208,432,428,5
4604,53002,858,2021-04-04,199,203,263,259,5
4605,32432,532,2018-10-07,182,441,242,241,3
4606,62107,719,2020-05-05,124,904,307,305,2
4607,50039,320,2021-05-08,179,525,340,340,4
4608,91295,744,2018-01-12,215,543,57,53,5
4609,46700,982,2023-10-05,154,507,149,145,3
4610,92204,464,2020-02-05,185,749,300,300,2
4611,74985,858,2022-08-11,217,761,380,376,1
4612,72790,410,2019-11-07,196,894,177,174,4
4613,97455,668,2019-07-14,165,463,232,229,5
4614,72546,345,2019-04-06,165,838,111,111,3
4615,17589,508,2023-02-13,175,879,442,440,2
4616,56020,538,2020-11-30,101,589,143,143,1
4617,90802,750,2022-07-30,159,534,108,106,4
4618,37359,880,2018-04-05,122,931,81,79,1
4619,82321,411,2019-09-07,171,487,65,64,1
4620,19114,671,2022-07-19,212,273,183,181,2
4621,33156,462,2022-11-26,113,370,169,166,3
4622,62320,760,2023-01-01,156,274,367,367,4
4623,88451,833,2022-01-30,132,689,305,304,1
4624,27713,346,2020-07-15,170,525,376,373,2
4625,92738,774,2018-02-27,209,856,233,229,3
4626,85258,869,2022-02-04,166,380,79,77,3
4627,94186,845,2018-05-05,186,215,197,197,3
4628,70468,753,2019-09-05,173,707,234,232,2
4629,83925,557,2023-01-03,193,717,106,106,2
4630,40823,272,2023-06-14,124,528,163,159,2
4631,98626,498,2022-10-21,220,495,415,414,1
4632,84068,729,2019-08-02,161,754,448,444,5
4633,12384,591,2021-02-19,162,570,252,252,4
4634,53429,826,2023-08-09,182,997,243,239,1
4635,66049,910,2023-01-20,136,901,257,255,2
4636,47218,985,2021-03-18,200,750,443,443,1
4637,64644,905,2021-03-14,167,284,178,175,5
4638,31314,975,2019-07-20,184,982,238,238,5
4639,10683,203,2023-04-04,127,364,216,214,4
4640,59813,277,2018-05-22,179,348,284,282,3
4641,80044,986,2019-08-28,148,544,278,275,1
4642,69090,781,2018-11-09,125,263,150,150,5
4643,81019,481,2020-05-02,163,424,83,80,3
4644,89842,750,2019-01-11,203,937,86,84,5
4645,79186,501,2022-04-23,116,783,179,175,4
4646,80534,833,2019-02-09,110,726,369,369,2
4647,85382,573,2023-10-31,131,985,418,418,3
4648,64132,470,2019-02-11,141,415,396,395,2
4649,22188,937,2019-05-28,102,659,53,50,2
4650,64805,806,2021-09-25,194,982,53,50,3
4651,22518,226,2022-07-08,139,690,198,198,4
4652,59794,749,2022-12-08,181,853,397,393,2
4653,83172,406,2022-11-13,126,412,282,281,2
4654,57874,304,2021-12-12,204,340,342,341,5
4655,12197,715,2023-04-24,101,581,253,250,3
4656,17972,244,2020-04-27,187,580,430,430,3
4657,78557,913,2020-09-19,115,964,333,331,5
4658,80663,311,2018-08-16,180,339,365,363,5
4659,62311,474,2022-10-12,206,726,284,280,3
4660,24062,497,2020-11-22,202,928,360,357,2
4661,45125,437,2021-11-10,141,249,60,58,2
4662,15951,892,2018-05-14,197,756,410,408,4
4663,73190,262,2023-06-29,107,450,167,166,3
4664,95814,833,2019-09-24,209,572,171,167,1
4665,50362,532,2022-11-03,123,603,235,234,1
4666,12902,830,2020-03-28,165,696,110,109,5
4667,90613,954,2021-09-07,122,780,387,387,1
4668,73038,654,2018-02-20,127,332,254,253,2
4669,80466,977,2020-01-06,125,525,241,239,2
4670,93739,431,2020-03-01,126,542,206,205,5
4671,15225,572,2023-07-18,110,931,126,123,4
4672,27926,707,2019-09-23,212,263,173,169,5
4673,74251,833,2024-01-01,200,895,179,177,5
4674,83679,322,2020-11-05,164,485,223,223,4
4675,80358,415,2023-12-20,162,982,232,231,3
4676,68479,885,2023-12-26,218,591,179,175,4
4677,54305,210,2018-04-13,188,978,220,216,1
4678,80278,886,2022-06-16,145,375,78,76,5
4679,15210,502,2019-08-27,158,879,417,417,4
4680,98364,549,2019-12-11,183,939,307,307,4
4681,43133,855,2018-04-15,219,854,290,290,4
4682,53767,989,2022-07-05,190,326,185,183,2
4683,62092,265,2022-01-13,101,280,196,193,4
4684,18114,839,2021-01-22,153,700,144,141,4
4685,81370,774,2022-12-10,138,687,361,360,5
4686,86219,771,2018-12-05,207,894,72,68,5
4687,99324,578,2023-11-26,149,687,345,341,3
4688,51176,986,2020-01-04,220,659,94,93,1
4689,59982,204,2020-07-19,206,530,215,215,1
4690,59489,876,2020-06-21,112,589,250,247,4
4691,87267,293,2021-03-23,180,587,269,265,2
4692,91129,810,2020-12-19,178,680,177,177,4
4693,20024,692,2022-02-14,159,773,365,364,4
4694,83892,378,2020-04-22,157,271,156,153,1
4695,93533,826,2019-09-13,107,873,291,289,3
4696,83830,376,2021-01-01,187,775,175,172,4
4697,64441,900,2019-06-22,208,430,221,217,5
4698,54563,335,2018-10-22,183,932,348,348,2
4699,63640,749,2023-02-11,126,521,446,444,5
4700,93736,456,2019-06-14,131,969,174,173,1
4701,72226,534,2018-08-12,203,343,274,270,2
4702,30936,906,2023-08-02,211,671,89,87,4
4703,42091,874,2020-06-04,217,635,301,298,1
4704,67840,557,2021-01-17,132,237,77,75,3
4705,50432,226,2018-09-14,219,712,272,271,5
4706,68766,499,2019-02-06,169,344,293,293,4
4707,73189,215,2022-04-01,122,792,112,108,4
4708,66759,275,2023-02-22,198,610,118,116,4
4709,56827,769,2019-02-23,151,584,301,300,3
4710,92006,883,2023-06-27,136,835,153,153,4
4711,99003,405,2019-04-06,116,595,402,402,5
4712,91012,896,2023-08-08,102,494,276,273,1
4713,92486,550,2020-11-10,208,396,213,212,3
4714,22494,644,2023-08-03,172,843,386,385,5
4715,30883,646,2019-08-06,114,951,375,371,1
4716,23055,302,2023-01-17,201,954,358,354,1
4717,11473,390,2023-11-22,182,834,302,298,2
4718,17356,307,2022-11-07,172,662,442,438,3
4719,65461,450,2023-05-10,135,326,306,302,4
4720,10759,325,2018-11-11,143,741,113,109,2
4721,75805,717,2019-01-20,100,344,422,419,1
4722,47024,302,2021-06-08,202,463,144,142,4
4723,93593,814,2020-06-21,209,700,281,281,2
4724,71834,670,2018-07-30,169,630,168,165,1
4725,85126,586,2023-10-06,147,881,389,388,1
4726,22399,368,2020-07-30,137,410,237,235,5
4727,41692,426,2018-06-30,146,542,423,419,5
4728,66448,846,2018-07-12,154,583,382,380,1
4729,82716,873,2022-11-18,131,449,241,239,1
4730,47125,268,2023-05-06,170,647,429,427,5
4731,71147,431,2021-09-17,119,777,335,331,5
4732,11900,791,2022-06-27,197,762,186,185,3
4733,56812,692,2020-06-04,212,635,282,282,5
4734,95384,497,2019-10-06,124,876,450,448,1
4735,81186,883,2020-06-14,118,599,315,313,5
4736,75565,522,2019-03-08,137,461,436,432,5
4737,85202,371,2019-07-07,155,482,326,326,4
4738,38106,744,2019-03-16,199,530,174,173,5
4739,86570,260,2023-01-28,180,502,299,295,4
4740,33533,501,2019-06-08,172,525,345,343,3
4741,29005,826,2019-10-07,207,605,207,203,1
4742,35532,389,2018-03-21,166,561,335,333,2
4743,52816,378,2020-03-21,139,379,399,398,3
4744,11674,393,2018-08-28,157,284,223,221,3
4745,83068,555,2018-07-25,113,326,79,75,2
4746,16841,373,2019-02-11,170,223,367,365,1
4747,22363,977,2018-10-04,161,537,280,279,3
4748,60685,681,2018-05-10,173,861,404,401,1
4749,11044,307,2022-08-09,172,312,67,67,2
4750,13218,371,2023-09-01,162,895,382,379,4
4751,57272,799,2020-05-09,132,293,254,252,1
4752,47212,376,2023-01-30,100,402,65,64,5
4753,18534,373,2019-03-31,207,312,280,280,1
4754,61337,215,2020-03-07,149,856,409,407,5
4755,17208,979,2023-12-20,129,630,348,344,5
4756,30843,572,2021-08-23,200,299,92,92,4
4757,25934,687,2018-11-07,186,346,368,368,1
4758,83972,275,2021-02-25,193,327,102,98,4
4759,78708,389,2021-01-09,213,895,98,96,1
4760,58710,995,2018-01-19,194,884,75,75,1
4761,66815,346,2019-03-17,143,787,377,376,1
4762,83657,429,2020-02-13,114,947,449,446,4
4763,74608,637,2021-12-24,186,530,411,408,5
4764,85881,931,2020-03-12,122,689,173,169,1
4765,40934,272,2018-09-25,184,606,187,185,4
4766,53179,560,2020-09-30,185,327,261,259,2
4767,68541,942,2019-04-10,121,883,370,370,1
4768,17319,848,2021-02-08,105,594,226,224,1
4769,10331,431,2023-02-15,185,714,212,210,4
4770,90161,411,2022-04-25,156,533,415,415,4
4771,86267,681,2020-03-07,197,884,168,166,4
4772,21957,698,2023-05-29,164,215,216,212,3
4773,31529,900,2022-09-08,204,667,158,156,3
4774,67451,654,2019-07-15,202,386,204,200,1
4775,37506,229,2022-05-26,205,792,302,300,1
4776,52895,979,2022-09-07,163,624,130,128,5
4777,55035,470,2023-04-24,140,451,58,55,4
4778,81251,300,2019-08-31,157,741,341,337,1
4779,86438,987,2018-05-30,180,985,423,423,2
4780,67782,643,2018-09-07,118,768,134,131,1
4781,83890,521,2018-12-09,201,391,120,119,2
4782,94910,242,2023-06-24,192,485,380,378,2
4783,65542,781,2023-05-26,106,233,87,83,3
4784,17693,279,2019-09-11,112,599,214,213,5
4785,28005,986,2023-01-02,196,916,144,141,2
4786,55008,351,2022-11-30,215,332,194,192,1
4787,72135,534,2020-09-02,185,594,93,90,1
4788,12950,644,2021-09-15,186,416,323,323,5
4789,15186,810,2020-04-04,151,969,229,228,3
4790,94610,407,2021-01-05,112,577,235,231,5
4791,99497,481,2022-11-22,105,821,388,387,2
4792,16162,828,2018-07-07,125,340,57,55,1
4793,36870,740,2018-04-25,179,781,249,248,1
4794,58472,810,2021-03-30,162,651,303,299,2
4795,98227,637,2019-05-05,155,947,317,315,2
4796,32920,854,2020-09-17,143,644,261,259,4
4797,32684,265,2019-03-06,110,692,354,353,3
4798,17182,551,2023-05-08,175,211,446,442,3
4799,97212,507,2020-01-22,127,396,144,143,4
4800,45882,810,2021-12-31,162,528,160,157,1
4801,42547,839,2020-03-02,192,669,194,190,4
4802,81250,896,2022-11-16,216,707,200,197,4
4803,58800,835,2019-08-27,132,542,59,58,5
4804,20053,279,2019-02-06,144,420,152,148,2
4805,49900,838,2019-01-12,141,265,445,445,1
4806,94461,598,2022-08-09,220,346,210,210,1
4807,79624,612,2018-07-05,207,327,391,389,3
4808,12663,901,2019-05-19,213,895,159,159,3
4809,51839,238,2018-11-01,202,418,65,61,1
4810,13890,672,2020-03-18,126,543,244,242,5
4811,32809,320,2018-06-25,162,412,54,54,4
4812,33905,617,2023-04-06,206,568,65,61,1
4813,44031,663,2023-05-04,180,951,307,306,1
4814,63982,637,2021-04-07,177,986,307,305,4
4815,65915,432,2022-01-25,220,894,268,264,5
4816,75667,346,2022-12-19,217,208,267,267,4
4817,45592,612,2023-12-02,164,647,77,73,5
4818,70542,395,2020-01-27,216,582,117,114,5
4819,71058,991,2021-06-28,121,901,239,237,3
4820,43735,760,2023-08-14,109,717,232,232,2
4821,63246,377,2020-11-20,182,577,165,165,2
4822,62963,683,2019-02-24,149,762,163,160,4
4823,40128,861,2019-06-08,196,828,248,246,5
4824,79401,637,2021-12-15,164,208,93,89,4
4825,88568,226,2021-07-14,130,676,348,347,2
4826,49433,551,2022-06-11,191,323,259,259,4
4827,33803,411,2018-06-21,202,310,88,88,3
4828,96231,454,2018-08-13,129,416,225,225,2
4829,21810,543,2021-11-04,158,754,179,175,1
4830,96244,855,2022-08-24,177,343,138,134,4
4831,19676,520,2019-10-06,202,233,156,156,5
4832,66747,411,2023-11-24,177,269,433,430,4
4833,45970,683,2022-04-07,184,228,239,235,3
4834,72166,766,2021-05-08,198,577,192,189,1
4835,11336,867,2021-05-28,195,818,181,177,3
4836,24909,913,2023-10-17,144,895,150,146,5
4837,11909,705,2018-12-14,194,895,328,326,5
4838,96774,361,2019-10-21,170,769,314,314,5
4839,43802,700,2023-10-31,124,510,142,140,1
4840,67871,687,2018-04-15,114,876,143,139,1
4841,71181,361,2021-07-03,195,450,314,310,1
4842,59969,791,2020-06-21,157,449,348,347,2
4843,78262,975,2019-04-09,122,834,110,110,1
4844,82092,683,2022-02-23,162,259,112,108,1
4845,93273,516,2022-01-20,188,449,65,63,1
4846,44255,560,2020-03-04,114,768,295,293,3
4847,77924,885,2022-01-31,216,605,86,84,3
4848,34938,291,2023-08-29,146,310,170,169,3
4849,52975,343,2023-11-10,177,332,88,86,4
4850,32286,532,2018-06-08,107,215,336,334,3
4851,84137,861,2018-11-27,201,773,381,377,5
4852,71044,953,2018-07-10,154,622,225,225,5
4853,88794,632,2019-11-05,175,484,355,351,2
4854,77924,307,2022-06-15,129,358,252,251,4
4855,42397,642,2018-05-21,211,284,358,356,2
4856,72417,508,2021-12-24,108,937,410,408,4
4857,76395,876,2023-10-09,153,479,312,308,4
4858,21699,664,2020-01-25,209,277,308,304,1
4859,63952,394,2018-09-03,207,489,371,371,2
4860,14573,637,2021-04-07,146,707,343,339,3
4861,18387,833,2021-03-18,210,835,211,208,3
4862,40777,901,2018-12-25,150,671,189,185,5
4863,39584,393,2019-08-27,104,391,358,357,2
4864,98694,206,2023-08-21,149,646,204,200,3
4865,42939,672,2022-05-26,151,773,159,158,4
4866,10510,707,2023-01-11,154,671,80,79,3
4867,20724,901,2022-10-03,190,485,396,395,4
4868,76012,335,2023-08-16,178,884,52,52,2
4869,60919,823,2020-01-20,177,839,159,155,2
4870,37314,468,2018-08-26,138,332,370,369,3
4871,37836,740,2020-06-09,199,247,377,376,4
4872,70261,896,2018-07-03,104,932,242,242,1
4873,47375,764,2022-08-14,206,635,379,376,5
4874,20534,503,2020-12-06,218,589,101,99,3
4875,40719,768,2018-05-09,130,931,390,389,4
4876,67158,778,2023-07-21,183,590,268,266,4
4877,60726,488,2018-10-02,186,269,363,359,1
4878,59166,389,2018-02-21,185,719,115,115,4
4879,53278,261,2020-04-29,179,375,341,340,3
4880,74507,986,2018-05-16,216,635,193,191,2
4881,98037,512,2018-05-28,124,378,204,202,4
4882,21246,404,2021-04-03,146,450,144,143,3
4883,31618,869,2021-11-11,191,752,170,166,3
4884,24433,406,2023-03-07,205,828,99,95,1
4885,73743,269,2021-05-15,148,485,396,393,3
4886,16904,468,2019-06-10,171,646,274,272,4
4887,72780,430,2018-11-07,220,865,273,270,4
4888,98691,839,2023-02-26,220,344,291,288,5
4889,22613,810,2018-09-15,168,835,148,145,3
4890,39544,614,2023-07-05,118,711,340,337,3
4891,14007,985,2022-09-21,203,690,343,343,1
4892,83514,688,2022-08-19,200,358,272,269,4
4893,82124,894,2018-09-18,198,892,366,365,1
4894,49549,956,2023-03-12,208,243,257,254,5
4895,28300,261,2020-10-29,122,284,154,151,4
4896,30956,956,2023-04-27,174,912,189,186,2
4897,87216,434,2019-02-23,143,704,366,362,5
4898,74932,826,2022-08-27,178,831,206,202,5
4899,71302,768,2019-06-22,212,901,281,280,1
4900,13902,548,2019-09-19,112,912,424,422,5
4901,73441,520,2020-10-09,208,284,365,363,5
4902,44690,488,2020-05-06,173,305,67,63,5
4903,25875,826,2022-06-07,105,528,316,313,2
4904,13508,681,2021-11-14,164,769,287,286,4
4905,41264,787,2021-04-05,177,830,422,418,1
4906,97140,578,2022-03-07,141,850,154,154,2
4907,58169,892,2022-11-22,140,707,61,58,4
4908,62726,956,2021-03-09,191,375,272,268,1
4909,71688,496,2021-08-09,188,529,448,448,1
4910,52019,810,2021-05-01,207,630,148,144,3
4911,64161,409,2019-09-29,204,831,382,379,2
4912,49060,683,2019-06-05,198,952,279,278,4
4913,63258,985,2020-09-29,200,964,106,106,3
4914,30333,830,2018-11-30,203,416,147,144,3
4915,91488,356,2019-12-15,177,570,62,59,4
4916,29054,601,2023-06-11,113,667,89,86,3
4917,20356,368,2018-09-05,212,630,108,107,1
4918,41723,335,2022-09-11,104,276,171,167,5
4919,78517,937,2018-02-26,118,904,386,386,2
4920,69310,395,2018-06-29,124,333,302,301,3
4921,40516,711,2020-10-20,152,940,260,259,3
4922,51260,833,2020-10-19,174,493,260,260,4
4923,26867,760,2019-12-23,209,365,278,277,1
4924,62399,848,2018-05-31,100,932,156,153,2
4925,94358,334,2021-06-29,125,327,225,225,4
4926,62640,434,2018-09-21,169,396,89,86,5
4927,19033,671,2021-07-13,194,323,51,49,5
4928,42253,383,2022-07-21,155,396,168,167,3
4929,19243,441,2022-07-22,175,343,391,389,2
4930,25804,670,2018-10-20,166,602,105,105,2
4931,95513,351,2021-10-28,117,512,434,432,1
4932,89972,801,2021-05-23,193,912,157,154,2
4933,52912,817,2021-03-15,213,627,389,386,2
4934,22495,975,2019-04-19,153,241,238,236,3
4935,13797,335,2022-01-19,130,326,230,230,5
4936,58430,373,2022-03-25,105,714,282,281,5
4937,78425,844,2018-04-12,124,754,250,247,5
4938,98380,430,2020-08-21,141,622,340,337,5
4939,45044,380,2018-12-06,213,628,365,364,2
4940,33486,854,2023-03-26,164,491,358,354,2
4941,66932,321,2019-09-21,132,588,274,273,3
4942,41612,937,2023-01-19,218,288,245,244,4
4943,39147,868,2021-01-01,157,985,404,404,5
4944,62349,287,2019-11-29,131,358,132,130,2
4945,92143,326,2020-03-16,195,610,282,280,3
4946,14810,204,2023-06-18,158,459,354,353,1
